,coalition,party,logo,name,gender,codeId,state,parName
308,ph,amanah,ph,Muhammad Faiz Fadzil,L,13300,Negeri Sembilan,Tampin
309,pn,gerakan,pn,Ang Hiang Ni,L,10400,Selangor,Subang
310,bn,mca,bn,Kow Cheong Wei,L,10400,Selangor,Subang
311,ph,pkr,ph,Wong Chen,L,10400,Selangor,Subang
312,gta,putra,pejuang,Hamzah Abd Rahman,L,01700,Kedah,Padang Serai
313,ph,pkr,ph,M Karupaiya,L,01700,Kedah,Padang Serai
314,bn,mic,bn,Sivaraj Chandran,L,01700,Kedah,Padang Serai
315,pn,bersatu,pn,Azman Nasrudin,L,01700,Kedah,Padang Serai
316,,warisan,warisan,Mohd Bakhri Hashim,L,01700,Kedah,Padang Serai
317,,ind,ind,Ananda Ak,L,01700,Kedah,Padang Serai
318,bn,umno,bn,Shamsul Anuar Nasarah,L,05500,Perak,Lenggong
319,ph,pkr,ph,Jurey Latiff Mohd Rosli,L,05500,Perak,Lenggong
320,pn,pas,pn,Muhammad Rifaat Razman,L,05500,Perak,Lenggong
321,pn,bersatu,pn,Abdul Rashid Asari,L,09700,Selangor,Selayang
322,bn,mca,bn,Chan Wun Hoong,L,09700,Selangor,Selayang
323,gta,pejuang,pejuang,Salleh Amiruddin,L,09700,Selangor,Selayang
324,,ind,ind,Muhammad Zaki Omar,L,09700,Selangor,Selayang
325,ph,pkr,ph,William Leong Jee Keen,L,09700,Selangor,Selayang
326,,prm,prm,Mohamad Ezam Mohd Nor,L,10500,Selangor,Petaling Jaya
327,,ind,ind,K J John,L,10500,Selangor,Petaling Jaya
328,bn,mca,bn,Chew Hian Tat,L,10500,Selangor,Petaling Jaya
329,gta,direct,pejuang,Mazween Mokhtar,P,10500,Selangor,Petaling Jaya
330,pn,bersatu,pn,Theng Book,L,10500,Selangor,Petaling Jaya
331,ph,pkr,ph,Lee Chean Chung,L,10500,Selangor,Petaling Jaya
332,ph,dap,ph,Steven Sim Chee Keong,L,04500,Penang,Bukit Mertajam
333,bn,mca,bn,Tan Yang Pang,L,04500,Penang,Bukit Mertajam
334,pn,pas,pn,Steven Koh Tien Yew,L,04500,Penang,Bukit Mertajam
335,bn,mca,bn,Saw Yee Fung,P,05200,Penang,Bayan Baru
336,,warisan,warisan,Jeff Ooi Chuan Aun,L,05200,Penang,Bayan Baru
337,,prm,prm,Ravinder Singh,L,05200,Penang,Bayan Baru
338,,ind,ind,Kan Chee Yuen,L,05200,Penang,Bayan Baru
339,ph,pkr,ph,Sim Tze Tzin,L,05200,Penang,Bayan Baru
340,pn,gerakan,pn,Oh Tong Keong,L,05200,Penang,Bayan Baru
341,pn,bersatu,pn,Tan Nam Cha,L,16200,Johor,Iskandar Puteri
342,bn,mca,bn,Teoh Sew Hock,L,16200,Johor,Iskandar Puteri
343,ph,dap,ph,Liew Chin Tong,L,16200,Johor,Iskandar Puteri
344,ph,dap,ph,Syerleena Abdul Rashid,P,04800,Penang,Bukit Bendera
345,,prm,prm,Teh Yee Cheu,L,04800,Penang,Bukit Bendera
346,pn,gerakan,pn,Hng Chee Wey,L,04800,Penang,Bukit Bendera
347,bn,pcm,bn,Richie Huan Xin Yun,L,04800,Penang,Bukit Bendera
348,,ind,ind,Razalif Zain,L,04800,Penang,Bukit Bendera
349,gta,putra,pejuang,Syed Hairoul Faizey Syed Ali,L,14000,Johor,Segamat
350,bn,mic,bn,Ramasamy Muthusamy,L,14000,Johor,Segamat
351,ph,pkr,ph,Yuneswaran Ramaraj,L,14000,Johor,Segamat
352,pn,bersatu,pn,Poobalan Ponnusamy,L,14000,Johor,Segamat
353,pn,pas,pn,Rafiei Mustapha,L,13200,Negeri Sembilan,Port Dickson
354,bn,mic,bn,P Kamalanathan,L,13200,Negeri Sembilan,Port Dickson
355,,ind,ind,Rani Kulup,L,13200,Negeri Sembilan,Port Dickson
356,gta,direct,pejuang,Ahmad Idham Ahmad Nazri,L,13200,Negeri Sembilan,Port Dickson
357,ph,pkr,ph,Aminuddin Harun,L,13200,Negeri Sembilan,Port Dickson
358,gta,berjasa,pejuang,Mohamad Nor Sundari,L,08200,Pahang,Indera Mahkota
359,pn,bersatu,pn,Saifuddin Abdullah,L,08200,Pahang,Indera Mahkota
360,ph,pkr,ph,Zuraidi Ismail,L,08200,Pahang,Indera Mahkota
361,bn,mca,bn,Quek Tai Seong,L,08200,Pahang,Indera Mahkota
362,bn,umno,bn,Ismail Mohamed Said,L,08700,Pahang,Kuala Krau
363,pn,pas,pn,Kamal Ashaari,L,08700,Pahang,Kuala Krau
364,ph,amanah,ph,Juhari Osman,L,08700,Pahang,Kuala Krau
365,gta,pejuang,pejuang,Shahruddin Mohamed Salleh,L,08700,Pahang,Kuala Krau
366,pn,gerakan,pn,Prabagaran Vythilingam,L,11700,KL,Segambut
367,bn,mca,bn,Daniel Ling Sia Chin,L,11700,KL,Segambut
368,ph,dap,ph,Hannah Yeoh Tseow Suan,P,11700,KL,Segambut
369,bn,umno,bn,Md Salleheen Mohamad,L,14100,Johor,Sekijang
370,pn,bersatu,pn,Uzzair Ismail,L,14100,Johor,Sekijang
371,,warisan,warisan,Mohd Zohar Ahmad,L,14100,Johor,Sekijang
372,ph,pkr,ph,Zaliha Mustafa,P,14100,Johor,Sekijang
373,gta,putra,pejuang,Muhd Saiful Faizal Abd Halim,L,14100,Johor,Sekijang
374,gta,putra,pejuang,Zairol Hizam Zakaria,L,07300,Perak,Pasir Salak
375,ph,pkr,ph,Nik Omar Nik Ab Aziz,L,07300,Perak,Pasir Salak
376,pn,pas,pn,Jamaluddin Yahya,L,07300,Perak,Pasir Salak
377,bn,umno,bn,Khairul Azwan Harun,L,07300,Perak,Pasir Salak
378,bn,umno,bn,Maizatulakmam Othman @ Ibrahim,P,01300,Kedah,Sik
379,ph,amanah,ph,Latipah Mohamad Yatim,P,01300,Kedah,Sik
380,pn,pas,pn,Ahmad Tarmizi Sulaiman,L,01300,Kedah,Sik
381,pn,bersatu,pn,Muhammad Farhan Abdul Rahim,L,07100,Perak,Gopeng
382,bn,mca,bn,Ting Zhao Song,P,07100,Perak,Gopeng
383,ph,pkr,ph,Tan Kar Hing,L,07100,Perak,Gopeng
384,,warisan,warisan,Balachandran Gopal,L,07100,Perak,Gopeng
385,ph,pkr,ph,Rodziah Ismail,P,09900,Selangor,Ampang
386,bn,mca,bn,Ivone Low Yi Wen,P,09900,Selangor,Ampang
387,,ind,ind,M Raveen,L,09900,Selangor,Ampang
388,,pbm,pbm,Zuraida Kamaruddin,P,09900,Selangor,Ampang
389,gta,pejuang,pejuang,Nurul Ashikin Mabahwi,P,09900,Selangor,Ampang
390,,warisan,warisan,Lai Wai Chong,L,09900,Selangor,Ampang
391,pn,bersatu,pn,Sasha Lyna Abdul Latif,P,09900,Selangor,Ampang
392,,ind,ind,Muhammad Shafiq Izwan Mohd Yunos,L,09900,Selangor,Ampang
393,,ind,ind,Tan Hua Meng,L,09900,Selangor,Ampang
394,bn,umno,bn,Mohd Zaidi Mohd Said,L,04400,Penang,Permatang Pauh
395,pn,pas,pn,Muhammad Fawwaz Mat Jan,L,04400,Penang,Permatang Pauh
396,gta,putra,pejuang,Nasir Othman,L,04400,Penang,Permatang Pauh
397,ph,pkr,ph,Nurul Izzah Anwar,P,04400,Penang,Permatang Pauh
398,,ind,ind,Abe Wae Redzuan,L,02000,Kelantan,Pengkalan Chepa
399,ph,amanah,ph,Nik Faizah Nik Othman,P,02000,Kelantan,Pengkalan Chepa
400,gta,pejuang,pejuang,Wan Ahmad Nasri Wan Ismail,L,02000,Kelantan,Pengkalan Chepa
401,pn,pas,pas,Ahmad Marzuk Shaary,L,02000,Kelantan,Pengkalan Chepa
402,bn,umno,bn,Mohd Hafiezulniezam Mohd Hasdin,L,02000,Kelantan,Pengkalan Chepa
403,bn,umno,bn,Mohamed Khaled Nordin,L,15600,Johor,Kota Tinggi
404,pn,bersatu,pn,Mohamad Ridhwan Rasman,L,15600,Johor,Kota Tinggi
405,ph,amanah,ph,Onn Jaafar,L,15600,Johor,Kota Tinggi
406,ph,amanah,ph,Mohd Sany Hamzan,P,10100,Selangor,Hulu Langat
407,gta,pejuang,pejuang,Markiman Kobiran,L,10100,Selangor,Hulu Langat
408,,warisan,warisan,Abdul Rahman Jaafar,L,10100,Selangor,Hulu Langat
409,bn,umno,bn,Johan Abd Aziz,L,10100,Selangor,Hulu Langat
410,,ind,ind,Mohamed Mustafa,L,10100,Selangor,Hulu Langat
411,pn,bersatu,pn,Mohd Radzi Abd Latif,L,10100,Selangor,Hulu Langat
412,ph,dap,ph,Gobind Singh Deo,L,10600,Selangor,Damansara
413,pn,gerakan,pn,Lim Si Ching,L,10600,Selangor,Damansara
414,bn,mca,bn,Tan Gim Tuan,L,10600,Selangor,Damansara
415,bn,mca,bn,Lee Chee Leong,L,07000,Perak,Kampar
416,pn,gerakan,pn,Wong Oi Foon,P,07000,Perak,Kampar
417,ph,dap,ph,Chong Zhemin,L,07000,Perak,Kampar
418,,warisan,warisan,Leong Cheok Lung,L,07000,Perak,Kampar
419,ph,dap,ph,Anthony Loke Siew Fook,L,12800,Negeri Sembilan,Seremban
420,,ind,ind,Izzat Lesly,L,12800,Negeri Sembilan,Seremban
421,bn,mca,bn,Wong Yin Ting,L,12800,Negeri Sembilan,Seremban
422,gta,pejuang,pejuang,Mohamad Jani Ismail,L,12800,Negeri Sembilan,Seremban
423,pn,pas,pn,Mohd Fadli Che Me,L,12800,Negeri Sembilan,Seremban
424,,prm,prm,Ahmad Jufliz Faiza,L,10700,Selangor,Sungai Buloh
425,gta,pejuang,pejuang,Mohd Akmal Mohd Yusof,L,10700,Selangor,Sungai Buloh
426,,ind,ind,Sifu Linda,P,10700,Selangor,Sungai Buloh
427,bn,umno,bn,Khairy Jamaluddin Abu Bakar,L,10700,Selangor,Sungai Buloh
428,,ind,ind,Syed Razak Alsagoff,L,10700,Selangor,Sungai Buloh
429,ph,pkr,ph,Ramanan Ramakrishnan,L,10700,Selangor,Sungai Buloh
430,pn,pas,pn,Mohd Ghazali Md Hamin,L,10700,Selangor,Sungai Buloh
431,ph,amanah,ph,Harun Mohamed,L,13900,Melaka,Jasin
432,bn,umno,bn,Roslan Ahmad,L,13900,Melaka,Jasin
433,gta,pejuang,pejuang,Mohd Daud Nasir,L,13900,Melaka,Jasin
434,pn,pas,pn,Zulkifli Ismail,L,13900,Melaka,Jasin
435,ph,dap,ph,Fatin Zulaikha Zaidi,P,15400,Johor,Mersing
436,,ind,ind,Ismail Don,L,15400,Johor,Mersing
437,pn,bersatu,pn,Muhammad Islahuddin Abas,L,15400,Johor,Mersing
438,gta,pejuang,pejuang,Nurfatimah Ibrahim,P,15400,Johor,Mersing
439,bn,umno,bn,Abd Latif Bandi,L,15400,Johor,Mersing
440,ph,pkr,ph,Wan Azizah Wan Ismail,P,12400,KL,Bandar Tun Razak
441,bn,mca,bn,Chew Yin Keen,L,12400,KL,Bandar Tun Razak
442,pn,bersatu,pn,Kamaruddin Jaafar,L,12400,KL,Bandar Tun Razak
443,pn,pas,pn,Idris Ahmad,L,05800,Perak,Bagan Serai
444,gta,pejuang,pejuang,Ahmad Luqman Ahmad Yahaya,L,05800,Perak,Bagan Serai
445,bn,umno,bn,Zul Helmi Ghazali,L,05800,Perak,Bagan Serai
446,ph,pkr,ph,Siti Aishah Shaik Ismail,P,05800,Perak,Bagan Serai
447,bn,umno,bn,Razali Ibrahim,L,14300,Johor,Pagoh
448,pn,bersatu,pn,Muhyiddin Yassin,L,14300,Johor,Pagoh
449,ph,pkr,ph,Iskandar Shah Abd Rahman,L,14300,Johor,Pagoh
450,bn,umno,bn,Ahmad Jazlan Yaakub,L,02900,Kelantan,Machang
451,gta,putra,putra,Muhammad Seman,L,02900,Kelantan,Machang
452,pn,bersatu,pas,Wan Ahmad Fayhsal Wan Ahmad Kamal,L,02900,Kelantan,Machang
453,ph,pkr,ph,Rosli Allani Abdul Kadir,L,02900,Kelantan,Machang
454,bn,mca,bn,Neow Choo Seong,L,06000,Perak,Taiping
455,,ind,ind,Mohganan P Manikam,L,06000,Perak,Taiping
456,ph,dap,ph,Wong Kah Woh,L,06000,Perak,Taiping
457,pn,gerakan,pn,See Tean Seng,L,06000,Perak,Taiping
458,,ind,ind,Rama,L,06000,Perak,Taiping
459,,ind,ind,Leow Thye Yih,L,06000,Perak,Taiping
460,pn,pas,pas,Abdul Hadi Awang,L,03700,Terengganu,Marang
461,bn,umno,bn,Jasmira Othman,L,03700,Terengganu,Marang
462,gta,putra,pejuang,Zarawi Sulong,L,03700,Terengganu,Marang
463,ph,amanah,ph,Azhar Ab Shukur,L,03700,Terengganu,Marang
464,bn,mca,bn,Wee Ka Siong,L,14800,Johor,Ayer Hitam
465,ph,dap,ph,Sheikh Umar Bagharib Ali,L,14800,Johor,Ayer Hitam
466,pn,bersatu,pn,Muhammad Syafiq A Aziz,L,14800,Johor,Ayer Hitam
467,pn,bersatu,pn,Asmawi Harun,L,09000,Pahang,Bera
468,bn,umno,bn,Ismail Sabri Yaakob,L,09000,Pahang,Bera
469,ph,pkr,ph,Abbas Salleh,L,09000,Pahang,Bera
470,bn,umno,bn,Rozi Mamat,L,03800,Terengganu,Hulu Terengganu
471,gta,putra,pejuang,Mohd Khadri Abdullah,L,03800,Terengganu,Hulu Terengganu
472,pn,bersatu,pas,Rosol Wahid,L,03800,Terengganu,Hulu Terengganu
473,ph,pkr,ph,Alias Ismail,L,03800,Terengganu,Hulu Terengganu
474,ph,amanah,ph,Aminolhuda Hassan,L,14900,Johor,Sri Gading
475,pn,pas,pn,Zanariyah Abdul Hamid,P,14900,Johor,Sri Gading
476,bn,umno,bn,Mohd Lassim Burhan,L,14900,Johor,Sri Gading
477,gta,pejuang,pejuang,Mahdzir Ibrahim,L,14900,Johor,Sri Gading
478,pn,pas,pas,Che Mohamad Zulkifly Jusoh,L,03300,Terengganu,Besut
479,gta,pejuang,pejuang,Wan Nazari Wan Jusoh,L,03300,Terengganu,Besut
480,ph,amanah,ph,Abd Rahman @ Abd Aziz Abas,L,03300,Terengganu,Besut
481,bn,umno,bn,Nawi Mohamad,L,03300,Terengganu,Besut
482,gta,pejuang,pejuang,Mohamad Nuhairi Rahmat,L,00900,Kedah,Alor Setar
483,pn,pas,pn,Afnan Hamimi Taib Azamuddin,L,00900,Kedah,Alor Setar
484,,warisan,warisan,Fadzil Hanafi,L,00900,Kedah,Alor Setar
485,ph,pkr,ph,Simon Ooi Tze Min,L,00900,Kedah,Alor Setar
486,,ind,ind,Nordin Yunus,L,00900,Kedah,Alor Setar
487,,ind,ind,Sofan Feroza,L,00900,Kedah,Alor Setar
488,bn,mca,bn,Tan Chee Hiong,L,00900,Kedah,Alor Setar
489,,warisan,warisan,Khairul Anuar Ahmad,L,01400,Kedah,Merbok
490,bn,umno,bn,Shaiful Hazizy Zainol Abidin,L,01400,Kedah,Merbok
491,ph,pkr,ph,Nor Azrina Surip,P,01400,Kedah,Merbok
492,pn,bersatu,pn,Mohd Nazri Abu Hassan,L,01400,Kedah,Merbok
493,gta,iman,pejuang,Mohamed Mosin Abdul Razak,L,01400,Kedah,Merbok
494,bn,umno,bn,Noraini Ahmad,P,14700,Johor,Parit Sulong
495,pn,pas,pn,Abdul Karim Deraman,L,14700,Johor,Parit Sulong
496,ph,amanah,ph,Mohd Faizal Dolah,L,14700,Johor,Parit Sulong
497,bn,umno,bn,Noor Azleen Ambros,L,15900,Johor,Pasir Gudang
498,ph,pkr,ph,Hassan Abdul Karim,L,15900,Johor,Pasir Gudang
499,pn,bersatu,pn,Mohamad Farid Abdul Razak,L,15900,Johor,Pasir Gudang
500,gta,iman,pejuang,Mohammad Rafi Beran,L,15900,Johor,Pasir Gudang
501,bn,mca,bn,Gan Ping Sieu,L,15200,Johor,Kluang
502,ph,dap,ph,Wong Shu Qi,P,15200,Johor,Kluang
503,,ind,ind,U Ramendran,L,15200,Johor,Kluang
504,pn,bersatu,pn,Dzulkarnain Alias,L,15200,Johor,Kluang
505,,ind,ind,Hamizi Hussain,L,09100,Pahang,Rompin
506,bn,umno,bn,Hasan Arifin,L,09100,Pahang,Rompin
507,pn,bersatu,pn,Abdul Khalib Abdullah,L,09100,Pahang,Rompin
508,ph,pkr,ph,Erman Shah Jaios,L,09100,Pahang,Rompin
509,pn,bersatu,pn,Mohamad Shahrum Osman,L,07900,Pahang,Lipis
510,gta,pejuang,pejuang,Aishaton Abu Bakar,P,07900,Pahang,Lipis
511,ph,dap,ph,Tengku Zulpuri Shah Raja Puji,L,07900,Pahang,Lipis
512,bn,umno,bn,Abdul Rahman Mohamad,L,07900,Pahang,Lipis
513,ph,pkr,ph,Azman Ismail,L,01000,Kedah,Kuala Kedah
514,,warisan,warisan,Syed Araniri Syed Ahmad,L,01000,Kedah,Kuala Kedah
515,gta,pejuang,pejuang,Ulya Aqamah Husamudin,L,01000,Kedah,Kuala Kedah
516,pn,pas,pn,Ahmad Fakhruddin Fakhrurazi,L,01000,Kedah,Kuala Kedah
517,bn,umno,bn,Mashitah Ibrahim,P,01000,Kedah,Kuala Kedah
518,bn,umno,bn,Hishammuddin Hussein,L,15300,Johor,Sembrong
519,ph,pkr,ph,Hasni Abas,L,15300,Johor,Sembrong
520,pn,bersatu,pn,Aziz Ismail,L,15300,Johor,Sembrong
521,pn,pas,pn,Abd Ghani Ahmad,L,00500,Kedah,Jerlun
522,gta,pejuang,pejuang,Mukhriz Mahathir,L,00500,Kedah,Jerlun
523,ph,pkr,ph,Fadzil Ali Mohd Ali,L,00500,Kedah,Jerlun
524,bn,umno,bn,Othman Aziz,L,00500,Kedah,Jerlun
525,bn,umno,bn,Asyraf Wajdi Dusuki,L,05400,Perak,Gerik
526,pn,bersatu,pn,Fathul Huzir Ayob,L,05400,Perak,Gerik
527,ph,dap,ph,Ahmad Tarmizi Mohd Jam,L,05400,Perak,Gerik
528,ph,pkr,ph,Anwar Ibrahim,L,06300,Perak,Tambun
529,bn,umno,bn,Aminuddin Md Hanafiah,L,06300,Perak,Tambun
530,gta,pejuang,pejuang,Abdul Rahim Tahir,L,06300,Perak,Tambun
531,pn,bersatu,pn,Ahmad Faizal Azumu,L,06300,Perak,Tambun
532,ph,dap,ph,Rsn Rayer,L,05000,Penang,Jelutong
533,pn,gerakan,pn,Baljit Singh Jigiri,L,05000,Penang,Jelutong
534,,prm,prm,Koh Swe Yong,L,05000,Penang,Jelutong
535,,ind,ind,Yacoob Noor,L,05000,Penang,Jelutong
536,bn,ipf,bn,Loganathan Thoraisamy,L,05000,Penang,Jelutong
537,,warisan,warisan,Lim Huat Poh,L,05000,Penang,Jelutong
538,ph,pkr,ph,Rahimi Muhamad,L,02600,Kelantan,Ketereh
539,bn,umno,bn,Marzuani Ardila Ariffin,P,02600,Kelantan,Ketereh
540,pn,pas,pas,Khlir Mohd Nor,L,02600,Kelantan,Ketereh
541,gta,putra,putra,Hanif Ibrahim,L,02600,Kelantan,Ketereh
542,bn,umno,bn,Ramli Mohd Nor,L,07800,Pahang,Cameron Highlands
543,pn,bersatu,pn,Abdul Rasid Mohamed,L,07800,Pahang,Cameron Highlands
544,ph,dap,ph,Chiong Yoke Kong,L,07800,Pahang,Cameron Highlands
545,gta,berjasa,pejuang,Auzaie Fadzlan Shahidi,L,05600,Perak,Larut
546,ph,amanah,ph,Zolkarnain Abidin,L,05600,Perak,Larut
547,bn,umno,bn,Mohd Shariq Fhadly Mahmud,L,05600,Perak,Larut
548,pn,bersatu,pn,Hamzah Zainudin,L,05600,Perak,Larut
549,ph,pkr,ph,K Saraswathy,P,07200,Perak,Tapah
550,pn,bersatu,pn,Muhammad Yadzan Mohammad,L,07200,Perak,Tapah
551,,warisan,warisan,Mohamed Akbar Sherrif Ali Yasin,L,07200,Perak,Tapah
552,bn,mic,bn,M Saravanan,L,07200,Perak,Tapah
553,,ind,ind,M Kathiravan,L,07200,Perak,Tapah
554,gta,pejuang,pejuang,Mior Nor Haidir Suhaimi,L,07200,Perak,Tapah
555,,ind,ind,Azlinda Baroni,P,09400,Selangor,Hulu Selangor
556,bn,mic,bn,T Mohan,L,09400,Selangor,Hulu Selangor
557,gta,pejuang,pejuang,Harumaini Omar,L,09400,Selangor,Hulu Selangor
558,ph,pkr,ph,Sathia Prakash Nadarajan,L,09400,Selangor,Hulu Selangor
559,,pbm,pbm,Haniza Talha,P,09400,Selangor,Hulu Selangor
560,pn,pas,pn,Mohd Hasnizan Harun,L,09400,Selangor,Hulu Selangor
561,bn,mca,bn,Tan Chuan Hong,L,04300,Penang,Bagan
562,ph,dap,ph,Lim Guan Eng,L,04300,Penang,Bagan
563,pn,bersatu,pn,Alan Oh Teik Choon,L,04300,Penang,Bagan
564,gta,iman,pejuang,Mohammed Hafiz Mohamed Abu Bakar,L,04300,Penang,Bagan
565,,ind,ind,Shahrul Amri Mat Sari,L,11300,Selangor,Sepang
566,gta,pejuang,pejuang,Che Asmah Ibrahim,P,11300,Selangor,Sepang
567,,pur,pur,Daud Leong,L,11300,Selangor,Sepang
568,ph,amanah,ph,Raj Munni @ Aiman Athirah,P,11300,Selangor,Sepang
569,,ind,ind,M Muneswaran,L,11300,Selangor,Sepang
570,pn,bersatu,pn,Rina Harun,P,11300,Selangor,Sepang
571,bn,umno,bn,Anuar Basiran,L,11300,Selangor,Sepang
572,,prm,prm,R Nageswaran,L,11300,Selangor,Sepang
573,ph,pkr,ph,Mohammed Taufik Johari,L,01500,Kedah,Sungai Petani
574,,prm,prm,Tan Chow Kang,L,01500,Kedah,Sungai Petani
575,gta,pejuang,pejuang,Marzuki Yahya,L,01500,Kedah,Sungai Petani
576,pn,bersatu,pn,Robert Ling Kui Ee,L,01500,Kedah,Sungai Petani
577,bn,umno,bn,Shahanim Mohamad Yusoff,P,01500,Kedah,Sungai Petani
578,bn,umno,bn,Mohd Sharkar Shamsudin,L,08800,Pahang,Temerloh
579,pn,pas,pn,Salamiah Mohd Nor,P,08800,Pahang,Temerloh
580,ph,amanah,ph,Mohd Hasbie Muda,L,08800,Pahang,Temerloh
581,gta,direct,pejuang,Aminuddin Yahaya,L,08800,Pahang,Temerloh
582,bn,mca,bn,Lee Kah Hing,L,12200,KL,Seputeh
583,pn,gerakan,pn,Alan Wong Yee Yeng,L,12200,KL,Seputeh
584,,ind,ind,Choy San Yeh,P,12200,KL,Seputeh
585,ph,dap,ph,Teresa Kok Suh Sim,P,12200,KL,Seputeh
586,,ind,ind,Lee Wai Hong,L,12200,KL,Seputeh
587,gta,putra,pejuang,Kamarulzaman Kamdias,L,12900,Negeri Sembilan,Kuala Pilah
588,pn,bersatu,pn,Eddin Syazlee Shith,L,12900,Negeri Sembilan,Kuala Pilah
589,,warisan,warisan,Azman bin Idris,L,12900,Negeri Sembilan,Kuala Pilah
590,ph,pkr,ph,Nor Azman Mohamad,L,12900,Negeri Sembilan,Kuala Pilah
591,bn,umno,bn,Adnan Abu Hassan,L,12900,Negeri Sembilan,Kuala Pilah
592,ph,pkr,ph,Adam Adli,L,13700,Melaka,Hang Tuah Jaya
593,gta,pejuang,pejuang,Sheikh Ikhzan Sheikh Salleh,L,13700,Melaka,Hang Tuah Jaya
594,bn,umno,bn,Mohd Ridhwan Mohd Ali,L,13700,Melaka,Hang Tuah Jaya
595,pn,bersatu,pn,Mohd Azrudin Md Idris,L,13700,Melaka,Hang Tuah Jaya
596,ph,pkr,ph,Onn Abu Bakar,L,15000,Johor,Batu Pahat
597,,prm,prm,Zahari Osman,L,15000,Johor,Batu Pahat
598,bn,umno,bn,Ishak @ Mohd Farid Siraj,L,15000,Johor,Batu Pahat
599,gta,pejuang,pejuang,Nizam Bashir Abdul Kariem Bashir,L,15000,Johor,Batu Pahat
600,pn,bersatu,pn,Rashid Hasnon,L,15000,Johor,Batu Pahat
601,bn,mca,bn,Chua Jian Boon,L,16300,Johor,Kulai
602,ph,dap,ph,Teo Nie Ching,P,16300,Johor,Kulai
603,pn,gerakan,pn,Tan Chin Hock,L,16300,Johor,Kulai
604,gta,pejuang,pejuang,Rosli Ab Ghani,L,04000,Terengganu,Kemaman
605,pn,pas,pas,Che Alias Hamid,L,04000,Terengganu,Kemaman
606,bn,umno,bn,Ahmad Said,L,04000,Terengganu,Kemaman
607,ph,pkr,ph,Hasuni Sudin,L,04000,Terengganu,Kemaman
608,ph,amanah,ph,Johari Abdullah,L,01600,Kedah,Baling
609,gta,putra,pejuang,Basir Ab Rahman,L,01600,Kedah,Baling
610,bn,umno,bn,Abdul Azeez Abdul Rahim,L,01600,Kedah,Baling
611,pn,pas,pn,Hassan Saad,L,01600,Kedah,Baling
612,ph,pkr,ph,Fathin Amelina Fazlie,P,00300,Perlis,Arau
613,pn,direct,pn,Shahidan Kassim,L,00300,Perlis,Arau
614,bn,umno,bn,Rozabil Abd Rahman,L,00300,Perlis,Arau
615,bn,umno,bn,Abdul Rahman Mat Yasin,L,03400,Terengganu,Setiu
616,pn,pas,pas,Shaharizukirnain Abd Kadir,L,03400,Terengganu,Setiu
617,ph,pkr,ph,Mohamad Ngah,L,03400,Terengganu,Setiu
618,gta,pejuang,pejuang,Wan Adnan Wan Ali,L,03400,Terengganu,Setiu
619,gta,putra,pejuang,Ahmad Fakri Abu Samah,L,12600,Negeri Sembilan,Jelebu
